"","FeatureID","SampleID","counts"
"449","1126","M11Plmr",0
"450","1126","F21Plmr",0
"451","1126","M31Tong",0
"452","1126","M11Tong",0
"453","1126","LMEpi24M",0
"454","1126","SLEpi20M",0
"455","1126","AQC1cm",0
"456","1126","AQC4cm",0
"457","1126","AQC7cm",0
"458","1126","NP2",0
"459","1126","NP3",0
"460","1126","NP5",9
"461","1126","TRRsed1",0
"462","1126","TRRsed2",0
"463","1126","TRRsed3",0
"464","1126","TS28",0
"465","1126","TS29",0
"466","1126","Even1",0
"467","1126","Even2",0
"468","1126","Even3",0
"469","46043","CL3",0
"470","46043","CC1",0
"471","46043","SV1",0
"472","46043","M31Fcsw",0
"473","46043","M11Fcsw",0
"474","46043","M31Plmr",0
"475","46043","M11Plmr",0
"476","46043","F21Plmr",0
"477","46043","M31Tong",4
"478","46043","M11Tong",0
"479","46043","LMEpi24M",0
"480","46043","SLEpi20M",0
"481","46043","AQC1cm",0
"482","46043","AQC4cm",0
"483","46043","AQC7cm",0
"484","46043","NP2",0
"485","46043","NP3",3
"486","46043","NP5",431
"487","46043","TRRsed1",0
"488","46043","TRRsed2",1
"489","46043","TRRsed3",2
"490","46043","TS28",0
"491","46043","TS29",0
"492","46043","Even1",0
"493","46043","Even2",0
"494","46043","Even3",0
"495","512519","CL3",0
"496","512519","CC1",0
"497","512519","SV1",0
"498","512519","M31Fcsw",0
"499","512519","M11Fcsw",0
"500","512519","M31Plmr",0
"501","512519","M11Plmr",0
"502","512519","F21Plmr",0
"503","512519","M31Tong",0
"504","512519","M11Tong",0
"505","512519","LMEpi24M",0
"506","512519","SLEpi20M",0
"507","512519","AQC1cm",0
"508","512519","AQC4cm",0
"509","512519","AQC7cm",0
"510","512519","NP2",0
"511","512519","NP3",9
"512","512519","NP5",2
"513","512519","TRRsed1",0
"514","512519","TRRsed2",0
"515","512519","TRRsed3",0
"516","512519","TS28",0
"517","512519","TS29",0
"518","512519","Even1",0
"519","512519","Even2",0
"520","512519","Even3",0
"521","554594","CL3",0
"522","554594","CC1",0
"523","554594","SV1",0
"524","554594","M31Fcsw",0
"525","554594","M11Fcsw",0
"526","554594","M31Plmr",0
"527","554594","M11Plmr",0
"528","554594","F21Plmr",0
"529","554594","M31Tong",0
"530","554594","M11Tong",0
"531","554594","LMEpi24M",0
"532","554594","SLEpi20M",0
"533","554594","AQC1cm",0
"534","554594","AQC4cm",0
"535","554594","AQC7cm",0
"536","554594","NP2",0
"537","554594","NP3",0
"538","554594","NP5",6
"539","554594","TRRsed1",0
"540","554594","TRRsed2",0
"541","554594","TRRsed3",1
"542","554594","TS28",0
"543","554594","TS29",0
"544","554594","Even1",0
"545","554594","Even2",0
"546","554594","Even3",0
"547","210741","CL3",0
"548","210741","CC1",0
"549","210741","SV1",0
"550","210741","M31Fcsw",0
"551","210741","M11Fcsw",0
"552","210741","M31Plmr",0
"553","210741","M11Plmr",0
"554","210741","F21Plmr",0
"555","210741","M31Tong",0
"556","210741","M11Tong",0
"557","210741","LMEpi24M",0
"558","210741","SLEpi20M",0
"559","210741","AQC1cm",0
"560","210741","AQC4cm",0
"561","210741","AQC7cm",8
"562","210741","NP2",0
"563","210741","NP3",0
"564","210741","NP5",0
"565","210741","TRRsed1",0
"566","210741","TRRsed2",0
"567","210741","TRRsed3",0
"568","210741","TS28",0
"569","210741","TS29",0
"570","210741","Even1",0
"571","210741","Even2",0
"572","210741","Even3",0
"573","550229","CL3",0
"574","550229","CC1",0
"575","550229","SV1",0
"576","550229","M31Fcsw",0
"577","550229","M11Fcsw",0
"578","550229","M31Plmr",0
"579","550229","M11Plmr",0
"580","550229","F21Plmr",0
"581","550229","M31Tong",1
"582","550229","M11Tong",0
"583","550229","LMEpi24M",0
"584","550229","SLEpi20M",0
"585","550229","AQC1cm",0
"586","550229","AQC4cm",0
"587","550229","AQC7cm",0
"588","550229","NP2",0
"589","550229","NP3",0
"590","550229","NP5",3
"591","550229","TRRsed1",0
"592","550229","TRRsed2",0
"593","550229","TRRsed3",0
"594","550229","TS28",0
"595","550229","TS29",0
"596","550229","Even1",0
"597","550229","Even2",0
"598","550229","Even3",0
"599","105798","CL3",0
"600","105798","CC1",0
"601","105798","SV1",0
"602","105798","M31Fcsw",0
"603","105798","M11Fcsw",0
"604","105798","M31Plmr",0
"605","105798","M11Plmr",0
"606","105798","F21Plmr",0
"607","105798","M31Tong",0
"608","105798","M11Tong",0
"609","105798","LMEpi24M",0
"610","105798","SLEpi20M",0
"611","105798","AQC1cm",0
"612","105798","AQC4cm",0
"613","105798","AQC7cm",0
"614","105798","NP2",0
"615","105798","NP3",0
"616","105798","NP5",0
"617","105798","TRRsed1",0
"618","105798","TRRsed2",3
"619","105798","TRRsed3",2
"620","105798","TS28",0
"621","105798","TS29",0
"622","105798","Even1",0
"623","105798","Even2",0
"624","105798","Even3",0
"625","183473","CL3",0
"626","183473","CC1",0
"627","183473","SV1",0
"628","183473","M31Fcsw",0
"629","183473","M11Fcsw",0
"630","183473","M31Plmr",0
"631","183473","M11Plmr",0
"632","183473","F21Plmr",0
"633","183473","M31Tong",0
"634","183473","M11Tong",0
"635","183473","LMEpi24M",0
"636","183473","SLEpi20M",0
"637","183473","AQC1cm",0
"638","183473","AQC4cm",0
"639","183473","AQC7cm",0
"640","183473","NP2",0
"641","183473","NP3",0
"642","183473","NP5",0
"643","183473","TRRsed1",0
"644","183473","TRRsed2",2
"645","183473","TRRsed3",5
"646","183473","TS28",0
"647","183473","TS29",0
"648","183473","Even1",0
"649","183473","Even2",0
"650","183473","Even3",0
"651","541313","CL3",0
"652","541313","CC1",0
"653","541313","SV1",0
"654","541313","M31Fcsw",0
"655","541313","M11Fcsw",0
"656","541313","M31Plmr",0
"657","541313","M11Plmr",0
"658","541313","F21Plmr",0
"659","541313","M31Tong",0
"660","541313","M11Tong",0
"661","541313","LMEpi24M",0
"662","541313","SLEpi20M",0
"663","541313","AQC1cm",0
"664","541313","AQC4cm",0
"665","541313","AQC7cm",0
"666","541313","NP2",0
"667","541313","NP3",1
"668","541313","NP5",0
"669","541313","TRRsed1",0
"670","541313","TRRsed2",0
"671","541313","TRRsed3",1
"672","541313","TS28",0
"673","541313","TS29",0
"674","541313","Even1",0
"675","541313","Even2",0
"676","541313","Even3",0
"677","540305","CL3",0
"678","540305","CC1",0
"679","540305","SV1",0
"680","540305","M31Fcsw",0
"681","540305","M11Fcsw",0
"682","540305","M31Plmr",0
"683","540305","M11Plmr",0
"684","540305","F21Plmr",0
"685","540305","M31Tong",1
"686","540305","M11Tong",0
"687","540305","LMEpi24M",2
"688","540305","SLEpi20M",0
"689","540305","AQC1cm",1
"690","540305","AQC4cm",1
"691","540305","AQC7cm",1
"692","540305","NP2",2
"693","540305","NP3",4
"694","540305","NP5",5
"695","540305","TRRsed1",63
"696","540305","TRRsed2",1320
"697","540305","TRRsed3",2305
"698","540305","TS28",4
"699","540305","TS29",0
"700","540305","Even1",22
"701","540305","Even2",0
"702","540305","Even3",0
"703","511243","CL3",0
"704","511243","CC1",0
"705","511243","SV1",0
"706","511243","M31Fcsw",0
"707","511243","M11Fcsw",0
"708","511243","M31Plmr",0
"709","511243","M11Plmr",0
"710","511243","F21Plmr",0
"711","511243","M31Tong",0
"712","511243","M11Tong",0
"713","511243","LMEpi24M",0
"714","511243","SLEpi20M",0
"715","511243","AQC1cm",0
"716","511243","AQC4cm",0
"717","511243","AQC7cm",0
"718","511243","NP2",0
"719","511243","NP3",0
"720","511243","NP5",0
"721","511243","TRRsed1",0
"722","511243","TRRsed2",2
"723","511243","TRRsed3",7
"724","511243","TS28",0
"725","511243","TS29",0
"726","511243","Even1",0
"727","511243","Even2",0
"728","511243","Even3",0
"729","568829","CL3",0
"730","568829","CC1",0
"731","568829","SV1",0
"732","568829","M31Fcsw",0
"733","568829","M11Fcsw",0
"734","568829","M31Plmr",0
"735","568829","M11Plmr",0
"736","568829","F21Plmr",0
"737","568829","M31Tong",0
"738","568829","M11Tong",0
"739","568829","LMEpi24M",0
"740","568829","SLEpi20M",0
"741","568829","AQC1cm",0
"742","568829","AQC4cm",0
"743","568829","AQC7cm",0
"744","568829","NP2",0
"745","568829","NP3",0
"746","568829","NP5",0
"747","568829","TRRsed1",0
"748","568829","TRRsed2",0
"749","568829","TRRsed3",1
"750","568829","TS28",0
"751","568829","TS29",0
"752","568829","Even1",0
"753","568829","Even2",0
"754","568829","Even3",0
"755","185612","CL3",0
"756","185612","CC1",0
"757","185612","SV1",0
"758","185612","M31Fcsw",0
"759","185612","M11Fcsw",0
"760","185612","M31Plmr",0
"761","185612","M11Plmr",0
"762","185612","F21Plmr",0
"763","185612","M31Tong",0
"764","185612","M11Tong",0
"765","185612","LMEpi24M",0
"766","185612","SLEpi20M",0
"767","185612","AQC1cm",0
"768","185612","AQC4cm",0
"769","185612","AQC7cm",0
"770","185612","NP2",0
"771","185612","NP3",0
"772","185612","NP5",0
"773","185612","TRRsed1",1
"774","185612","TRRsed2",21
"775","185612","TRRsed3",25
"776","185612","TS28",0
"777","185612","TS29",0
"778","185612","Even1",0
"779","185612","Even2",0
"780","185612","Even3",0
"781","321018","CL3",0
"782","321018","CC1",0
"783","321018","SV1",0
"784","321018","M31Fcsw",0
"785","321018","M11Fcsw",0
"786","321018","M31Plmr",0
"787","321018","M11Plmr",0
"788","321018","F21Plmr",0
"789","321018","M31Tong",0
"790","321018","M11Tong",0
"791","321018","LMEpi24M",0
"792","321018","SLEpi20M",0
"793","321018","AQC1cm",0
"794","321018","AQC4cm",0
"795","321018","AQC7cm",0
"796","321018","NP2",0
"797","321018","NP3",4
"798","321018","NP5",1
"799","321018","TRRsed1",0
"800","321018","TRRsed2",9
"801","321018","TRRsed3",116
"802","321018","TS28",0
"803","321018","TS29",0
"804","321018","Even1",0
"805","321018","Even2",0
"806","321018","Even3",0
"807","549041","CL3",0
"808","549041","CC1",0
"809","549041","SV1",0
"810","549041","M31Fcsw",0
"811","549041","M11Fcsw",0
"812","549041","M31Plmr",0
"813","549041","M11Plmr",0
"814","549041","F21Plmr",0
"815","549041","M31Tong",0
"816","549041","M11Tong",0
"817","549041","LMEpi24M",0
"818","549041","SLEpi20M",0
"819","549041","AQC1cm",0
"820","549041","AQC4cm",0
"821","549041","AQC7cm",0
"822","549041","NP2",0
"823","549041","NP3",0
"824","549041","NP5",0
"825","549041","TRRsed1",0
"826","549041","TRRsed2",1
"827","549041","TRRsed3",3
"828","549041","TS28",0
"829","549041","TS29",0
"830","549041","Even1",0
"831","549041","Even2",0
"832","549041","Even3",0
"833","153762","CL3",0
"834","153762","CC1",0
"835","153762","SV1",0
"836","153762","M31Fcsw",0
"837","153762","M11Fcsw",0
"838","153762","M31Plmr",0
"839","153762","M11Plmr",0
"840","153762","F21Plmr",0
"841","153762","M31Tong",0
"842","153762","M11Tong",0
"843","153762","LMEpi24M",0
"844","153762","SLEpi20M",0
"845","153762","AQC1cm",0
"846","153762","AQC4cm",0
"847","153762","AQC7cm",0
"848","153762","NP2",0
"849","153762","NP3",0
"850","153762","NP5",1
"851","153762","TRRsed1",0
"852","153762","TRRsed2",0
"853","153762","TRRsed3",0
"854","153762","TS28",0
"855","153762","TS29",0
"856","153762","Even1",0
"857","153762","Even2",0
"858","153762","Even3",0
"859","155789","CL3",0
"860","155789","CC1",0
"861","155789","SV1",0
"862","155789","M31Fcsw",0
"863","155789","M11Fcsw",0
"864","155789","M31Plmr",0
"865","155789","M11Plmr",0
"866","155789","F21Plmr",0
"867","155789","M31Tong",0
"868","155789","M11Tong",0
"869","155789","LMEpi24M",0
"870","155789","SLEpi20M",0
"871","155789","AQC1cm",0
"872","155789","AQC4cm",0
"873","155789","AQC7cm",0
"874","155789","NP2",0
"875","155789","NP3",1
"876","155789","NP5",0
"877","155789","TRRsed1",0
"878","155789","TRRsed2",0
"879","155789","TRRsed3",0
"880","155789","TS28",0
"881","155789","TS29",0
"882","155789","Even1",0
"883","155789","Even2",0
"884","155789","Even3",0
"885","155495","CL3",0
"886","155495","CC1",0
"887","155495","SV1",0
"888","155495","M31Fcsw",0
"889","155495","M11Fcsw",0
"890","155495","M31Plmr",0
"891","155495","M11Plmr",0
"892","155495","F21Plmr",0
"893","155495","M31Tong",0
"894","155495","M11Tong",0
"895","155495","LMEpi24M",0
"896","155495","SLEpi20M",0
"897","155495","AQC1cm",0
"898","155495","AQC4cm",0
"899","155495","AQC7cm",0
"900","155495","NP2",0
"901","155495","NP3",1
"902","155495","NP5",0
"903","155495","TRRsed1",0
"904","155495","TRRsed2",0
"905","155495","TRRsed3",0
"906","155495","TS28",0
"907","155495","TS29",0
"908","155495","Even1",0
"909","155495","Even2",0
"910","155495","Even3",0
"911","1029","CL3",0
"912","1029","CC1",0
"913","1029","SV1",0
"914","1029","M31Fcsw",0
"915","1029","M11Fcsw",0
"916","1029","M31Plmr",0
"917","1029","M11Plmr",0
"918","1029","F21Plmr",0
"919","1029","M31Tong",0
"920","1029","M11Tong",0
"921","1029","LMEpi24M",0
"922","1029","SLEpi20M",0
"923","1029","AQC1cm",0
"924","1029","AQC4cm",0
"925","1029","AQC7cm",0
"926","1029","NP2",0
"927","1029","NP3",0
"928","1029","NP5",0
"929","1029","TRRsed1",0
"930","1029","TRRsed2",0
"931","1029","TRRsed3",1
"932","1029","TS28",0
"933","1029","TS29",0
"934","1029","Even1",0
"935","1029","Even2",0
"936","1029","Even3",0
"937","155526","CL3",0
"938","155526","CC1",0
"939","155526","SV1",0
"940","155526","M31Fcsw",0
"941","155526","M11Fcsw",0
"942","155526","M31Plmr",0
"943","155526","M11Plmr",0
"944","155526","F21Plmr",0
"945","155526","M31Tong",0
"946","155526","M11Tong",0
"947","155526","LMEpi24M",0
"948","155526","SLEpi20M",0
"949","155526","AQC1cm",0
"950","155526","AQC4cm",0
"951","155526","AQC7cm",0
"952","155526","NP2",0
"953","155526","NP3",0
"954","155526","NP5",1
"955","155526","TRRsed1",3
"956","155526","TRRsed2",37
"957","155526","TRRsed3",426
"958","155526","TS28",1
"959","155526","TS29",0
"960","155526","Even1",5
"961","155526","Even2",1
"962","155526","Even3",0
"963","197473","CL3",0
"964","197473","CC1",0
"965","197473","SV1",0
"966","197473","M31Fcsw",0
"967","197473","M11Fcsw",0
"968","197473","M31Plmr",0
"969","197473","M11Plmr",0
"970","197473","F21Plmr",0
"971","197473","M31Tong",0
"972","197473","M11Tong",0
"973","197473","LMEpi24M",0
"974","197473","SLEpi20M",0
"975","197473","AQC1cm",0
"976","197473","AQC4cm",0
"977","197473","AQC7cm",1
"978","197473","NP2",0
"979","197473","NP3",1
"980","197473","NP5",3
"981","197473","TRRsed1",0
"982","197473","TRRsed2",2
"983","197473","TRRsed3",98
"984","197473","TS28",0
"985","197473","TS29",0
"986","197473","Even1",0
"987","197473","Even2",0
"988","197473","Even3",0
"989","315545","CL3",0
"990","315545","CC1",0
"991","315545","SV1",0
"992","315545","M31Fcsw",0
"993","315545","M11Fcsw",0
"994","315545","M31Plmr",0
"995","315545","M11Plmr",0
"996","315545","F21Plmr",1
"997","315545","M31Tong",10
"998","315545","M11Tong",1
"999","315545","LMEpi24M",0
"1000","315545","SLEpi20M",0
"1001","315545","AQC1cm",2
"1002","315545","AQC4cm",2
"1003","315545","AQC7cm",0
"1004","315545","NP2",1
"1005","315545","NP3",117
"1006","315545","NP5",727
"1007","315545","TRRsed1",217
"1008","315545","TRRsed2",921
"1009","315545","TRRsed3",694
"1010","315545","TS28",0
"1011","315545","TS29",0
"1012","315545","Even1",1
